genres,spoken_languages,title,vote_average
"['Horror', 'Mystery', 'Thriller']",['English'],In the Mouth of Madness,7.1
"['Drama', 'Romance']","['English', 'Français']",8 Seconds,7.2
"['Crime', 'Drama']",['English'],Above the Rim,6.7
"['Comedy', 'Family', 'Fantasy']",['English'],Addams Family Values,6.5
['Comedy'],['English'],Martin Lawrence: You So Crazy,4.5
"['Drama', 'Romance']","['English', 'Italiano']",The Age of Innocence,7.0
"['Comedy', 'Crime', 'Music']",['English'],Airheads,5.8
"['Comedy', 'Family']",['English'],The Air Up There,5.1
"['Action', 'Comedy']",['English'],Another Stakeout,4.9
"['Action', 'Adventure', 'Comedy', 'Drama', 'Western']","['English', 'Pусский']",Bad Girls,4.6
"['Comedy', 'Drama', 'Romance']","['Español', 'English']",Barcelona,6.6
"['Drama', 'Comedy', 'Fantasy']","['English', '']",Being Human,5.0
['Comedy'],['English'],The Beverly Hillbillies,5.0
"['Action', 'Comedy', 'Crime']",['English'],Beverly Hills Cop III,5.5
"['Action', 'Adventure', 'Drama', 'Family']",['English'],Black Beauty,6.6
"['Mystery', 'Crime', 'Drama', 'Thriller']",['English'],Blink,6.3
"['Drama', 'Action', 'Thriller']",['English'],Blown Away,6.0
['Drama'],['English'],Blue Chips,5.7
"['Drama', 'Romance']","['Français', 'English']",Blue Sky,6.1
"['Horror', 'Science Fiction', 'Thriller']",['English'],Body Snatchers,5.8
"['Drama', 'Romance']",['English'],Boxing Helena,4.5
"['Drama', 'Crime']","['English', 'Italiano']",A Bronx Tale,7.4
['Comedy'],['English'],Cabin Boy,4.9
"['Drama', 'Comedy']",['English'],Calendar Girl,3.7
"['Action', 'Crime', 'Drama', 'Thriller']","['English', 'Español']",Carlito's Way,7.7
"['Action', 'Comedy', 'Drama', 'Western']","['English', 'Italiano', 'Pусский']",City Slickers II: The Legend of Curly's Gold,4.9
"['Comedy', 'Thriller', 'Mystery']",['English'],Clean Slate,5.7
"['Action', 'Adventure', 'Thriller']",['English'],Cliffhanger,6.1
"['Comedy', 'Science Fiction', 'Family']",['English'],Coneheads,4.8
"['Drama', 'Mystery', 'Romance', 'Thriller']","['Český', 'English']",Color of Night,5.4
"['Action', 'Comedy', 'Family']","['English', 'Magyar']",Cops & Robbersons,5.0
"['Western', 'Action', 'Comedy']",['English'],The Cowboy Way,5.1
['Drama'],['English'],Dangerous Game,5.4
['Comedy'],['English'],Dave,6.3
"['Comedy', 'Drama']",['English'],Dazed and Confused,7.4
"['Crime', 'Action', 'Science Fiction']",['English'],Demolition Man,6.4
['Documentary'],['English'],The Endless Summer 2,7.1
"['Western', 'Drama', 'Comedy', 'Romance']","['English', 'Deutsch']",Even Cowgirls Get the Blues,4.2
['Comedy'],"['English', '']",Fatal Instinct,5.4
['Drama'],['普通话'],Farewell My Concubine,7.8
"['Drama', 'Comedy', 'Romance']",['English'],The Favor,3.3
['Drama'],['English'],Fearless,6.8
['Comedy'],['English'],Fear of a Black Hat,5.8
"['Comedy', 'Drama']",['English'],With Honors,6.1
"['Drama', 'Mystery', 'Romance']",['English'],Flesh and Bone,6.2
"['Comedy', 'Thriller', 'Mystery', 'Romance', 'Foreign']",['English'],Widows' Peak,4.3
"['Comedy', 'Romance']",['English'],For Love or Money,5.7
"['Drama', 'Mystery', 'Thriller']",['English'],The Firm,6.6
"['Family', 'Adventure']",['English'],Free Willy,6.0
"['Crime', 'Drama', 'Thriller']",['English'],Fresh,7.6
"['Adventure', 'Action', 'Thriller', 'Crime', 'Mystery']",['English'],The Fugitive,7.2
"['History', 'Action', 'Drama', 'Western']","['English', 'Français']",Geronimo: An American Legend,5.9
"['Drama', 'Action', 'Thriller']",['English'],The Getaway,5.4
"['Family', 'Comedy', 'Crime']",['English'],Getting Even with Dad,4.5
"['Drama', 'Romance']",['English'],Go Fish,3.9
"['Comedy', 'Drama']",['English'],A Good Man in Africa,5.2
"['Drama', 'Thriller']",['English'],Guilty as Sin,5.6
"['Action', 'Adventure', 'Crime', 'Thriller']",['English'],Hard Target,6.1
"['History', 'War', 'Action', 'Drama']","['English', 'Tiếng Việt']",Heaven & Earth,6.4
"['Action', 'Comedy', 'War']",['English'],Hot Shots! Part Deux,6.2
['Comedy'],['English'],Live Nude Girls,4.7
"['Drama', 'Comedy', 'Romance']",['English'],The Englishman Who Went Up a Hill But Came Down a Mountain,6.1
"['Romance', 'Drama']","['Español', 'English']",The House of the Spirits,6.7
['Comedy'],['English'],House Party 3,4.6
"['Comedy', 'Drama']",['English'],The Hudsucker Proxy,7.1
"['Comedy', 'Drama']",['English'],I'll Do Anything,5.7
['Comedy'],['English'],In the Army Now,4.7
"['Action', 'Drama', 'Thriller', 'Crime', 'Mystery']",['English'],In the Line of Fire,6.8
['Drama'],['English'],In the Name of the Father,7.6
"['Comedy', 'Drama', 'Romance']",['English'],The Inkwell,3.9
"['Drama', 'Music']",['English'],What's Love Got to Do with It,6.9
['Comedy'],"['English', 'Français']",Jimmy Hollywood,4.6
"['Action', 'Thriller', 'Crime']",['English'],Judgment Night,6.4
"['Adventure', 'Science Fiction']","['English', 'Español']",Jurassic Park,7.6
"['Thriller', 'Crime']",['English'],Kalifornia,6.5
"['Action', 'Crime', 'Drama', 'Thriller']","['English', 'Français']",Killing Zoe,6.1
['Drama'],['English'],King of the Hill,6.4
"['Action', 'Adventure', 'Drama', 'Family']",['English'],Lassie,6.1
"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",['English'],Last Action Hero,6.1
"['Comedy', 'Family']",['English'],Life With Mikey,5.1
"['Action', 'Comedy', 'Western']","['English', 'Deutsch']",Lightning Jack,5.7
"['Drama', 'Romance']",['English'],M. Butterfly,6.6
['Comedy'],['English'],Made in America,5.3
"['Drama', 'Crime']",['English'],Malice,5.9
['Drama'],['English'],The Man without a Face,6.2
"['Comedy', 'Mystery']",['English'],Manhattan Murder Mystery,7.1
"['Drama', 'Action', 'Crime']",['English'],Menace II Society,7.2
"['Action', 'Adventure', 'Drama', 'Thriller']",['English'],Executive Decision,5.8
"['Drama', 'Romance']",['日本語'],In the Realm of the Senses,6.5
"['Thriller', 'Comedy', 'Drama', 'Romance']",['English'],What Happened Was...,7.0
"['Drama', 'Comedy', 'Romance']",['English'],Much Ado About Nothing,7.2
"['Drama', 'Romance']",['English'],Mr. Jones,5.9
"['Comedy', 'Romance']",['English'],Mr. Wonderful,5.5
"['Comedy', 'Drama', 'Family']",['English'],Mrs. Doubtfire,7.0
"['Comedy', 'Drama']",['English'],Naked,7.5
['Adventure'],['English'],The Next Karate Kid,4.8
"['Comedy', 'Drama']",['English'],The New Age,4.8
"['Action', 'Drama', 'Science Fiction', 'Thriller']",['English'],No Escape,6.1
"['Comedy', 'Drama', 'Family', 'Fantasy', 'Science Fiction']",['English'],North,4.8
"['Romance', 'Drama', 'Fantasy']",['English'],Orlando,6.7
"['Crime', 'Drama', 'Thriller']",['English'],A Perfect World,7.2
['Drama'],['English'],Philadelphia,7.6
"['Drama', 'Romance']","['English', '']",The Piano,7.1
"['Drama', 'Romance']","['English', 'Français']",Poetic Justice,6.9
['Drama'],['English'],The Program,6.0
"['Horror', 'Science Fiction', 'Thriller']",['English'],The Puppet Masters,5.6
"['Comedy', 'Crime', 'Drama', 'Music', 'Mystery', 'Romance']",['English'],Radioland Murders,5.8
['Comedy'],['English'],The Ref,6.7
"['Drama', 'Romance']",['English'],The Remains of the Day,7.5
"['Comedy', 'War']","['English', 'Español']",Renaissance Man,5.9
"['Action', 'Drama', 'Thriller']","['日本語', 'English']",Rising Sun,5.8
"['Comedy', 'Romance']",['English'],The Road to Wellville,5.5
"['Action', 'Adventure', 'Crime', 'Science Fiction', 'Thriller']","['English', '日本語']",RoboCop 3,4.2
['Comedy'],['English'],Robin Hood: Men in Tights,6.4
"['Action', 'Crime', 'Drama', 'Thriller']",['English'],Romeo Is Bleeding,5.7
"['Action', 'Drama', 'Thriller']","['Português', 'Deutsch', 'English', '日本語', 'Tiếng Việt']",Romper Stomper,6.6
"['Drama', 'Romance']",['English'],Ruby in Paradise,5.6
['Drama'],"['English', 'Español']",Rudy,7.2
['Drama'],['English'],The Saint of Fort Washington,4.0
['Drama'],"['Français', 'Deutsch', 'Español']",Savage Nights,6.2
"['Drama', 'History', 'War']","['Deutsch', 'Polski', 'עִבְרִית', 'English']",Schindler's List,8.3
"['Comedy', 'Drama']",['English'],The Scout,5.3
['Drama'],['English'],Searching for Bobby Fischer,7.3
['Drama'],['English'],Second Best,5.9
"['Drama', 'Family', 'Fantasy']",['English'],The Secret Garden,7.1
"['Comedy', 'Crime', 'Horror', 'Thriller']",['English'],Serial Mom,6.4
"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",['English'],The Shadow,5.4
"['Drama', 'Romance']",['English'],Shadowlands,6.8
"['Comedy', 'Drama']",['English'],Short Cuts,6.9
"['Drama', 'Family']",['English'],A Simple Twist of Fate,5.7
"['Comedy', 'Drama']",['English'],Sirens,5.2
"['Mystery', 'Drama', 'Comedy']",['English'],Six Degrees of Separation,6.5
"['Comedy', 'Drama', 'Romance']",['English'],Sleepless in Seattle,6.5
"['Drama', 'Thriller']",['English'],Sliver,4.9
"['Science Fiction', 'Drama', 'Thriller']","['English', 'Deutsch', '广州话 / 廣州話', '日本語', 'Magyar']",Blade Runner,7.9
"['Comedy', 'Drama', 'Romance']",['English'],Son in Law,5.6
"['Comedy', 'Crime', 'Romance']","['Pусский', 'English']",So I Married an Axe Murderer,6.1
"['Crime', 'Action', 'Mystery', 'Thriller']",['English'],Striking Distance,5.4
"['History', 'Drama', 'Romance']",['English'],Harem,4.0
"['Adventure', 'Comedy', 'Family', 'Fantasy']",['English'],Super Mario Bros.,4.0
"['Action', 'Adventure', 'Thriller', 'Crime']",['English'],Surviving the Game,6.1
"['Action', 'Thriller']",['English'],Terminal Velocity,5.0
"['Drama', 'Music']","['Français', 'English']",Thirty Two Short Films About Glenn Gould,7.4
"['Comedy', 'Drama', 'Family', 'Romance']",['English'],Threesome,6.3
"['Fantasy', 'Animation', 'Family']",['English'],The Nightmare Before Christmas,7.6
"['Action', 'Adventure', 'Comedy']",['English'],The Three Musketeers,6.2
"['Action', 'Adventure', 'Drama', 'History', 'Western']","['English', 'Latin', 'Español']",Tombstone,7.4
"['Drama', 'Action', 'Thriller']",['English'],Trial by Jury,5.5
"['Action', 'Thriller', 'Crime', 'Romance']","['English', 'Italiano']",True Romance,7.5
"['Documentary', 'History']",['English'],The War Room,7.3
"['Fantasy', 'Science Fiction', 'Family', 'Animation']","['Dansk', 'English', 'Français', 'Deutsch', 'Español']",The Pagemaster,6.2
"['Drama', 'Comedy']",['English'],"Paris, France",6.0
[],[],"The Beans of Egypt, Maine",0.0
"['Thriller', 'Drama', 'Romance']",['English'],Killer,3.0
"['Comedy', 'Drama']",['English'],Welcome to the Dollhouse,6.9
"['Drama', 'Romance']",['Français'],Germinal,6.3
"['Comedy', 'Romance']",['English'],Chasers,4.7
"['Drama', 'Horror', 'Thriller']","['English', 'Español']",Cronos,6.4
"['Comedy', 'Romance']",['English'],Naked in New York,4.0
"['Comedy', 'Drama']",['Español'],Kika,6.8
"['Comedy', 'Drama']","['English', 'हिन्दी']",Bhaji on the Beach,5.1
"['Comedy', 'Family']",['English'],Little Big League,6.0
['Drama'],['svenska'],The Slingshot,6.2
"['TV Movie', 'Drama', 'Romance', 'Comedy']",['English'],Wide Eyed and Legless,0.0
"['Drama', 'Romance']",['English'],Foreign Student,0.0
"['Comedy', 'Foreign']",['Italiano'],"Ciao, Professore!",7.2
"['Comedy', 'Drama']",['English'],Spanking the Monkey,5.3
"['Romance', 'Comedy', 'Family']",['English'],The Little Rascals,6.3
['Comedy'],[],À la mode,0.0
"['Drama', 'Family', 'Adventure']",['English'],Andre,5.0
"['Thriller', 'Crime', 'Drama']",['Italiano'],The Escort,5.0
"['Comedy', 'Drama', 'History', 'Mystery']",['English'],Princess Caraboo,4.4
"['History', 'Documentary']",['English'],The Celluloid Closet,7.0
"['Drama', 'Comedy', 'Romance', 'Foreign']",['Français'],Café au Lait,6.8
"['Comedy', 'Drama']","['العربية', 'English', 'Italiano', '普通话']",Dear Diary,6.9
"['Romance', 'Drama']",[],I Don't Want to Talk About It,6.0
['Comedy'],"['Italiano', 'Deutsch', 'English', 'Magyar']",The Brady Bunch Movie,5.9
"['Comedy', 'Family']",['English'],Home Alone,7.1
"['Fantasy', 'Drama', 'Thriller', 'Mystery', 'Romance']",['English'],Ghost,6.9
"['Animation', 'Family', 'Comedy', 'Adventure', 'Fantasy', 'Romance']",['English'],Aladdin,7.4
"['Action', 'Thriller', 'Science Fiction']","['English', 'Español']",Terminator 2: Judgment Day,7.7
"['Adventure', 'Drama', 'Western']",['English'],Dances with Wolves,7.6
"['Thriller', 'Action', 'Drama']",['English'],Tough and Deadly,6.3
"['Fantasy', 'Action']","['English', 'Français']",Batman,7.0
"['Crime', 'Drama', 'Thriller']",['English'],The Silence of the Lambs,8.1
"['Fantasy', 'Animation', 'Family']",['English'],Snow White and the Seven Dwarfs,6.9
"['Romance', 'Family', 'Animation', 'Fantasy', 'Music']","['Français', 'English']",Beauty and the Beast,7.5
"['Animation', 'Family']",['English'],Pinocchio,6.9
"['Romance', 'Comedy']","['English', 'Italiano', '日本語']",Pretty Woman,7.0
"['Comedy', 'Drama', 'Fantasy']","['Français', 'Pусский']",Window to Paris,6.0
"['Adventure', 'Western']","['English', 'Deutsch', 'Español']",The Wild Bunch,7.7
"['Crime', 'Thriller']",['English'],Love and a .45,5.5
"['Drama', 'Foreign', 'Romance']",['普通话'],The Wooden Man's Bride,6.5
[],[],A Great Day in Harlem,7.0
"['Comedy', 'Romance']",['English'],Bye Bye Love,6.1
"['Comedy', 'Romance']",['English'],One Fine Day,6.1
['Horror'],['English'],Candyman: Farewell to the Flesh,5.0
"['Romance', 'Drama']",['English'],Century,5.0
"['Crime', 'Drama', 'Thriller']",['English'],Fargo,7.7
"['Adventure', 'Comedy', 'Drama', 'Family']",[],Homeward Bound II: Lost in San Francisco,6.0
"['Animation', 'Science Fiction']","['English', 'Magyar']",Heavy Metal,6.3
"['Horror', 'Thriller', 'Science Fiction']",['English'],Hellraiser: Bloodline,4.9
"['Comedy', 'Romance']",['English'],The Pallbearer,4.6
"['Drama', 'Romance']","['English', 'Français']",Jane Eyre,7.1
"['Drama', 'Mystery', 'Thriller']",[],Loaded,4.0
"['Comedy', 'Foreign']",['Italiano'],Bread and Chocolate,7.1
"['Animation', 'Comedy', 'Family', 'Adventure']",['English'],The Aristocats,7.1
"['Drama', 'Romance']",['Español'],The Flower of My Secret,6.9
"['Comedy', 'Romance']",['English'],Two Much,5.1
"['Comedy', 'Family']",['English'],Ed,3.6
"['Adventure', 'Drama', 'Documentary']","['Italiano', 'English']",Scream of Stone,7.5
['Drama'],['Français'],My Favorite Season,6.4
[],['English'],A Modern Affair,5.0
"['Thriller', 'Action', 'Drama']",['English'],Condition Red,4.7
"['Comedy', 'Drama']",['العربية'],Halfaouine: Boy of the Terraces,7.4
"['Comedy', 'Thriller', 'Crime', 'Romance']",['English'],A Thin Line Between Love and Hate,5.7
"['Comedy', 'Thriller', 'Crime', 'Drama']",['English'],The Last Supper,6.5
"['Crime', 'Drama', 'Mystery', 'Thriller']","['English', 'Español']",Primal Fear,7.4
[],['English'],Rude,6.0
"['Drama', 'Romance']",['English'],Carried Away,5.4
"['Romance', 'Animation', 'Family', 'Adventure', 'Fantasy']",['English'],All Dogs Go to Heaven 2,5.0
"['Drama', 'History', 'War', 'Romance']","['Català', 'English', 'Español']",Land and Freedom,7.0
['Comedy'],['English'],Denise Calls Up,6.6
"['Fantasy', 'Science Fiction', 'Family']",['English'],Theodore Rex,3.6
"['Comedy', 'Drama']",['English'],A Family Thing,5.6
"['Drama', 'Thriller']",['English'],Frisk,3.0
"['Comedy', 'Family']",['English'],Sgt. Bilko,5.5
"['Comedy', 'Drama', 'Romance']",['English'],Jack & Sarah,5.1
['Comedy'],['English'],Girl 6,5.7
"['Drama', 'Horror', 'Mystery', 'Thriller']",['English'],Diabolique,5.4
"['Adventure', 'Drama', 'Comedy', 'Family']",['Français'],"Little Indian, Big City",6.0
"['Romance', 'Drama']",['Deutsch'],Roula,5.0
"['Drama', 'Romance']",['Français'],Nelly and Monsieur Arnaud,7.1
"['Drama', 'Thriller', 'Mystery', 'War']",['English'],Courage Under Fire,6.2
"['Adventure', 'Action', 'Thriller']","['English', 'Français', 'Český']",Mission: Impossible,6.7
"['Drama', 'Comedy']","['Deutsch', 'Íslenska', '日本語', 'English']",Cold Fever,7.7
"['Drama', 'Romance']",['English'],Moll Flanders,6.2
"['Horror', 'Mystery', 'Thriller']",['한국어/조선말'],"301, 302",6.2
['Fantasy'],['English'],DragonHeart,6.4
['Drama'],"['English', 'Deutsch']",My Mother's Courage,0.0
"['Action', 'Comedy']","['English', 'Italiano']",Eddie,5.4
"['Drama', 'Comedy']","['Afrikaans', 'English']",Yankee Zulu,6.0
[],[],Billy's Holiday,0.0
"['Crime', 'Drama', 'Thriller']","['English', 'Français', 'Italiano']",Purple Noon,7.3
"['Romance', 'Comedy', 'Drama']",['English'],August,5.3
"['Adventure', 'Animation', 'Family']",['English'],James and the Giant Peach,6.2
"['Drama', 'Thriller', 'Romance']",['English'],Fear,6.1
['Comedy'],['English'],Kids in the Hall: Brain Candy,5.9
"['Comedy', 'Crime', 'Drama']",['English'],Faithful,4.8
"['War', 'Drama', 'Comedy']","['English', 'Français', 'Deutsch', 'Pусский', 'Srpski']",Underground,7.5
"['War', 'Drama', 'Romance']","['Deutsch', 'svenska', 'English']",All Things Fair,6.1
"['Action', 'Thriller']",['English'],Bloodsport II,5.2
['Drama'],['বাংলা'],Pather Panchali,7.9
['Drama'],['বাংলা'],The World of Apu,8.2
"['Comedy', 'Science Fiction']",['English'],Mystery Science Theater 3000: The Movie,7.0
[],['English'],Tarantella,0.0
"['Animation', 'Comedy', 'Drama', 'Family', 'Fantasy']",['English'],Space Jam,6.5
['Science Fiction'],['English'],Barbarella,5.7
"['Thriller', 'Action', 'Drama']","['Español', 'English']",Hostile Intentions,8.0
"['Comedy', 'Horror', 'Science Fiction']",[],They Bite,5.5
"['Drama', 'Thriller']",[],Some Folks Call It a Sling Blade,7.5
"['Drama', 'Romance']",['English'],The Run of the Country,8.0
"['Drama', 'Science Fiction', 'Mystery']",['Français'],Alphaville,6.8
['Drama'],"['English', 'Français']",Coup de Torchon,6.8
"['Documentary', 'Foreign']","['English', 'Português']",Tigrero: A Film That Was Never Made,7.5
[],[],The Eye of Vichy,0.0
"['Horror', 'Drama', 'Thriller']",['English'],Windows,5.8
['Drama'],"['English', 'Pусский']",It's My Party,6.2
"['Drama', 'Romance']",['English'],Country Life,8.0
"['Action', 'Adventure', 'Comedy', 'Family']","['English', 'Tiếng Việt']",Operation Dumbo Drop,4.7
"['Drama', 'Romance']",['Deutsch'],The Promise,5.0
"['Comedy', 'Romance', 'Drama']",['English'],Mrs. Winterbourne,5.5
"['Action', 'Adventure', 'Science Fiction', 'Thriller']",['English'],Solo,3.9
"['Action', 'Thriller']","['Italiano', 'English']",The Substitute,5.8
"['Crime', 'Mystery', 'Thriller']",['English'],True Crime,5.1
"['Crime', 'Drama', 'Romance', 'Thriller']",['English'],Butterfly Kiss,7.4
